CODIGO,nombre,CATEGORIA,FECHA_INSTALACION,altitud,latitud,longitud,FECHA_SUSPENSION,ENTIDAD
11010010,VUELTA LA [11010010],Pluviométrica,1943-01-14 19:00:00,98.0,5.45894444,-76.54472222000001,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11010020,AGRICOLA LLORO GJA  [11010020],Pluviométrica,1952-01-15 00:00:00,120.0,5.5,-76.53333332999999,1959-10-15 00:00:00,MINISTERIO DE AGRICULTURA
11017010,AGUASAL [11017010],Limnimétrica,1976-05-15 00:00:00,75.0,5.47394389,-76.53786111000001,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11017020,BAGADO [11017020],Limnigráfica,2017-12-29 00:00:00,90.0,5.412,-76.41788889,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11020010,CARMEN DE ATRATO [11020010],Pluviométrica,1958-10-15 00:00:00,1850.0,5.90852778,-76.14208332999999,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11020020,GUADUAS [11020020],Pluviométrica,1977-03-15 00:00:00,1500.0,5.76666667,-76.18333333,2002-04-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11020050,PINON EL [11020050],Pluviométrica,1958-10-15 00:00:00,715.0,5.75766667,-76.25086111,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11020060,CARMEN EL  [11020060],Pluviométrica,1932-01-15 00:00:00,720.0,5.83333333,-76.66666667,1961-12-15 00:00:00,MINISTERIO DE AGRICULTURA
11025010,MANSA LA [11025010],Climática Ordinaria,1973-07-15 00:00:00,2018.0,5.87830556,-76.08433332999999,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11025501,CARMEN DE ATRATO  - AUT  [11025501],Climática Principal,2013-12-15 19:00:00,1683.0,5.88871944,-76.14516667,,CENTRO NACIONAL DE INVESTIGACIONES DE CAFE
11027010,PUENTE LAS SANCHEZ [11027010],Limnimétrica,1972-08-15 00:00:00,2000.0,5.8519722199999995,-76.18080556000001,2016-01-06 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11027020,OCHO EL [11027020],Limnimétrica,1972-04-15 00:00:00,900.0,5.85,-76.25,1979-02-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11027030,EL SIETE - AUT [11027030],Limnigráfica,1979-12-15 00:00:00,2300.0,5.862,-76.15205556000001,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11027040,ARRAYANES LOS [11027040],Limnigráfica,1979-12-15 00:00:00,1500.0,5.8,-76.3,2008-12-10 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11027050,GINDRAMA - AUT [11027050],Limnigráfica,1979-12-15 00:00:00,75.0,5.5215555599999995,-76.51772222000001,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11027060,PINON EL [11027060],Limnimétrica,1959-03-15 00:00:00,1350.0,5.73333333,-76.36666667,1971-11-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11027070,BORAUDO - AUT [11027070],Limnigráfica,2005-04-15 00:00:00,78.0,5.51461111,-76.57569443999999,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11030010,CERTEGUI [11030010],Pluviométrica,1967-01-15 00:00:00,72.0,5.38,-76.61,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11030030,MANAGRU [11030030],Pluviométrica,1977-02-15 00:00:00,64.0,5.33416667,-76.72813889,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11030040,PAIMADO [11030040],Pluviométrica,1977-02-15 00:00:00,35.0,5.48161111,-76.74086111,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11030050,QUIBDO  [11030050],Pluviométrica,1950-01-15 00:00:00,30.0,5.68333333,-76.68333333,1952-07-15 00:00:00,MINISTERIO DE OBRAS PUBLICAS
11030060,INST DEL CHOCO  [11030060],Pluviométrica,1931-06-15 00:00:00,33.0,5.68333333,-76.66666667,1955-12-15 00:00:00,MINISTERIO DE LA ECONOMIA
11030070,LOMA LA PUEBLO NUEVO [11030070],Pluviográfica,2005-04-15 00:00:00,72.0,5.58466667,-76.75327778,2022-12-15 12:26:08,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11035010,LLORO [11035010],Climática Principal,1983-03-15 00:00:00,41.0,5.51,-76.58,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11035020,SAN ISIDRO [11035020],Pluviométrica,1983-03-15 00:00:00,53.0,5.62616667,-76.74972222000001,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11035030,UNION PANAMERICANA - AUT  [11035030],Climática Ordinaria,2017-12-29 00:00:00,110.0,5.28482778,-76.62782222,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11037010,SAN ISIDRO [11037010] ,Limnimétrica,1967-05-15 00:00:00,53.0,5.62625,-76.74972194,2022-05-16 13:49:34,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11037020,PUENTE CERTEGUI [11037020],Limnigráfica,1971-06-15 00:00:00,77.0,5.37475,-76.61325000000001,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11037030,LA LOMA PUEBLO [11037030],Limnigráfica,2005-04-15 00:00:00,72.0,5.58466667,-76.75327778,2018-10-11 10:10:07,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11040010,TUTUNENDO [11040010],Pluviométrica,1966-01-15 00:00:00,54.0,5.74361111,-76.53780556000001,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11045010,AEROPUERTO EL CARANO [11045010],Sinóptica Principal,1947-02-15 00:00:00,75.0,5.69055556,-76.64377778,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11045030,HUAPANGO [11045030],Climática Ordinaria,1966-07-15 00:00:00,50.0,5.7,-76.63333333,1972-11-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11047010,BELEN AUT [11047010],Limnigráfica,1965-12-15 00:00:00,26.0,5.76483333,-76.66966667,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11047020,QUIBDO - AUT [11047020],Limnigráfica,1974-05-15 00:00:00,27.0,5.69777806,-76.66222222,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11047030,NEGUA [11047030],Limnimétrica,1975-05-15 00:00:00,35.0,5.82816889,-76.61801666999999,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11047040,QUIBDO - AUT [11047040],Limnigráfica,2008-11-30 00:00:00,21.0,5.7,-76.66,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11050010,TAGACHI [11050010],Pluviométrica,1966-01-15 00:00:00,20.0,6.22177778,-76.72702778,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11050020,BETE [1105002],Climática Ordinaria,1977-02-15 00:00:00,25.0,5.99472222,-76.78002778,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11050030,BUEY EL [1105003],Pluviométrica,1977-02-15 00:00:00,25.0,6.1025,-76.82136111,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11050040,CALAORRA [11050040],Pluviométrica,1977-02-15 00:00:00,50.0,5.76666667,-76.85,1994-03-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11050060,ALTO DEL BUEY [11050060],Pluviométrica,1977-02-15 00:00:00,100.0,6.10833333,-76.91563889,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11057010,TAGACHI [11057010],Limnimétrica,1966-04-15 00:00:00,18.0,6.2166666699999995,-76.71666667,2002-02-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11057020,SAN ANTONIO PADUA  - AUT [11057020],Limnigráfica,1973-05-15 00:00:00,18.0,6.28666667,-76.76180556,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11060010,BUCHADO [11060010],Pluviométrica,1969-01-15 00:00:00,18.0,6.42,-76.77927778,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11060020,POCITOS  [11060020],Pluviográfica,1990-04-15 00:00:00,890.0,6.23333333,-76.33333332999999,1993-04-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11060030,CAMPO BONITO  [11060030],Pluviográfica,1989-08-15 00:00:00,120.0,6.2166666699999995,-76.48333333,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11067010,CAMPO BONITO RP 11  [11067010],Limnigráfica,1989-08-15 00:00:00,115.0,6.2,-76.48333333,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11070010,PLAYA LA-MURRY [11070010] ,Pluviométrica,1966-12-15 00:00:00,22.0,6.61666694,-76.75,2022-05-16 14:43:51,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11070020,ROBLE EL [11070020],Pluviométrica,1977-03-15 00:00:00,1496.0,6.33205167,-76.229145,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11070030,CLARITA LA [11070030],Pluviométrica,1977-03-15 00:00:00,2300.0,6.53944444,-76.15861111000001,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11070040,URRAO [11070040],Pluviométrica,1969-01-15 00:00:00,1875.0,6.33333333,-76.16666667,1973-07-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11070050,URRAO  [11070050],Pluviométrica,1959-03-15 00:00:00,1875.0,6.33333333,-76.16666667,1969-12-15 00:00:00,INSTITUTO COLOMBIANO DE ENERGIA ELECTRICA (ELECTRAGUAS)
11070060,CARAUTICA  [11070060],Pluviográfica,1978-03-15 00:00:00,1995.0,6.61666667,-76.2,1980-01-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11070070,CRUCES  [11070070],Pluviográfica,1978-03-15 00:00:00,950.0,6.48333333,-76.35,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11070080,MANDE  [11070080],Pluviográfica,1978-03-15 00:00:00,495.0,6.43333333,-76.45,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11070090,STA BARBARA  [11070090],Pluviográfica,1978-03-15 00:00:00,2595.0,6.4,-76.06666666999999,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11070100,SIRENO EL  [11070100],Pluviográfica,1978-03-15 00:00:00,1210.0,6.38333333,-76.23333333,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11070110,NENDO  [11070110],Pluviográfica,1978-03-15 00:00:00,960.0,6.33333333,-76.31666666999999,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11070120,PABON  [11070120],Pluviográfica,1978-03-15 00:00:00,1920.0,6.15,-76.13333333,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11070130,BRECHON EL [11070130],Pluviométrica,1970-10-15 00:00:00,2320.0,6.13333333,-76.03333332999999,2000-01-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11070140,CHAQUENODA  [11070140],Pluviográfica,1980-05-15 00:00:00,460.0,6.61666667,-76.41666667,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11070150,PALMERA LA  [11070150],Pluviográfica,1980-07-15 00:00:00,800.0,6.41666667,-76.5,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11070160,PANTANOGRANDE  [11070160],Pluviográfica,1978-03-15 00:00:00,820.0,6.7,-76.46666667,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11070170,SAN JOSE  [11070170],Pluviográfica,1986-07-15 00:00:00,1870.0,6.25,-76.15,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11070180,MURRI  [11070180],Pluviográfica,1978-03-15 00:00:00,810.0,6.73333333,-76.35,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11075010,HONDA LA [11075010],Climática Ordinaria,1990-07-15 00:00:00,1850.0,6.35638889,-76.15805556000001,2011-05-10 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11075020,URRAO [11075020],Climática Ordinaria,1973-06-15 00:00:00,1833.0,6.29830556,-76.14330556,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11075030,FUEMIA  [11075030],Climática Ordinaria,1978-04-15 00:00:00,480.0,6.56666667,-76.58333332999999,1980-06-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11075040,CURBATA  [11075040],Climática Principal,1976-03-15 00:00:00,145.0,6.6,-76.51666666999999,1989-07-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11077010,BELLAVISTA  [11077010],Limnimétrica,1966-05-14 19:00:00,12.0,6.55880556,-76.88447222,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11077020,LA MAGDALENA - AUT [11077020],Limnigráfica,1972-09-15 00:00:00,1770.0,6.29836111,-76.13447222,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11077030,PLAYA LA [11077030],Limnimétrica,1975-09-15 00:00:00,22.0,6.61666667,-76.75,2002-02-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11077040,RP-1  [11077040],Limnigráfica,1977-04-15 00:00:00,1760.0,6.35,-76.15,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11077050,ENCARNACION RP-2  [11077050],Limnigráfica,1977-02-15 00:00:00,1570.0,6.43333333,-76.15,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11077060,CALLE MANSA RP 3  [11077060],Limnigráfica,1978-03-15 00:00:00,140.0,6.55,-76.53333332999999,1993-05-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11077070,CURBATA RP 4  [11077070],Limnigráfica,1992-04-15 00:00:00,165.0,6.6,-76.51666666999999,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11077080,CHAQUENODA RP-5  [11077080],Limnigráfica,1980-05-15 00:00:00,145.0,6.63333333,-76.43333333,1993-12-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11077090,JENGAMECODA RP-6  [11077090],Limnigráfica,1980-05-15 00:00:00,570.0,6.6,-76.4,1989-11-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11077100,NENDO RP-7  [11077100],Limnigráfica,1980-06-15 00:00:00,880.0,6.33333333,-76.33333332999999,1992-12-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11077110,PABON RP 8  [11077110],Limnigráfica,1986-07-15 00:00:00,1845.0,6.25,-76.15,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11077120,PLAYA LA RP-9  [11077120],Limnigráfica,1986-08-15 00:00:00,20.0,6.61666667,-76.73333333,1992-03-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11077130,STA MARIA RP 10  [11077130],Limnigráfica,1987-07-15 00:00:00,190.0,6.48333333,-76.45,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11077140,PTE NENDO RP 7A  [11077140],Limnigráfica,1992-08-15 00:00:00,820.0,6.31666667,-76.55,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11080010,BELLAVISTA [11080010],Climática Ordinaria,1966-07-15 00:00:00,18.0,6.55916667,-76.88541667,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11080030,LOMA LA-BOJAYA [11080030],Pluviométrica,1967-01-15 00:00:00,20.0,6.5333330599999995,-76.98333278,2022-05-16 15:35:17,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11085010,LOMA LA [11085010],Agrometeorológica,1980-09-15 00:00:00,20.0,6.53333333,-76.98333333,2000-07-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11090010,OPOGADO [11090010],Pluviométrica,1977-04-15 00:00:00,50.0,6.81252778,-76.97272222000001,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11100010,VIGIA DE CURVARADO [11100010],Pluviométrica,1972-06-15 00:00:00,25.0,7.08333333,-76.91666667,2002-02-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11100020,DOMINGODO [11100020],Pluviométrica,1966-01-15 00:00:00,11.0,7.18,-77.03,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11100030,MURINDO [11100030],Pluviométrica,1981-12-15 00:00:00,23.0,7.0,-76.75,1986-12-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11105010,MURINDO [11105010],Climática Ordinaria,1972-04-15 00:00:00,23.0,6.9666666699999995,-76.75,1981-11-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11105020,CARMEN DEL DARIEN -AUT [11105020],Climática Ordinaria,2005-09-28 00:00:00,18.0,7.15433333,-76.97719444,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11107010,DOMINGODO [11107010],Limnimétrica,1966-11-15 00:00:00,4.0,7.1781749999999995,-77.03338332999999,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11110010,NORMAL SANTA TERESA AUT [11110010],Pluviométrica,1969-01-15 00:00:00,1370.0,6.76333333,-76.13361111,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11110020,ABRIAQUI [11110020],Pluviográfica,1974-12-14 19:00:00,1920.0,6.6425,-76.075,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11110030,FUEMIA [11110030],Pluviométrica,1977-03-15 00:00:00,1046.0,6.85789,-76.25231944000001,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11110040,CANASGORDAS [11110040],Pluviométrica,1966-01-15 00:00:00,1200.0,6.75,-76.03333332999999,1973-12-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11110050,MUSINGA GRANDE  [11110050],Pluviográfica,1980-05-15 00:00:00,1930.0,6.68333333,-76.18333333,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
11110060,DABEIBA [11110060],Pluviométrica,1944-07-15 00:00:00,540.0,7.0,-76.26666666999999,1948-05-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11110070,URAMA  [11110070],Pluviométrica,1956-11-15 00:00:00,550.0,7.01666667,-76.26666666999999,1957-07-15 00:00:00,FEDERACION NACIONAL DE CAFETEROS
11110080,CHINO EL  [11110080],Pluviométrica,1960-12-15 00:00:00,560.0,7.01666667,-76.3,1967-02-15 00:00:00,MINISTERIO DE OBRAS PUBLICAS
11110090,STA TERESA  [11110090],Pluviométrica,1967-06-15 00:00:00,570.0,7.03333333,-76.31666666999999,1967-12-15 00:00:00,INSTITUTO GEOGRAFICO AGUSTIN CODAZZI
11110100,JAGUA EL  [11110100],Pluviométrica,1969-01-15 00:00:00,580.0,7.06666667,-76.3,1972-03-15 00:00:00,INGENIEROS TECNICOS CONSULTORES
11110110,BOQUERON DE TOYO [11110110],Pluviográfica,1983-05-15 00:00:00,20.0,6.69944444,-75.9775,2011-05-10 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11110120,FRONTINO  [11110120],Pluviométrica,1931-05-15 00:00:00,1300.0,6.78333333,-76.13333333,1955-10-15 00:00:00,ESTADISTICA DEPARTAMENTAL DE ANTIOQUIA
11110130,ALDEA LA  [11110130],Pluviométrica,1977-01-15 00:00:00,1500.0,7.01666667,-76.25,,FEDERACION NACIONAL DE CAFETEROS
1111500036,ABRIAQUI - AUT   [1111500036],Climática Principal,2016-12-22 00:00:00,1946.0,6.6363,-76.07073333,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1111500203,CAMPO ALEGRE [1111500203],Climática Principal,2023-05-24 00:00:00,1400.0,7.02681389,-76.25282499999999,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11115010,DABEIBA [11115010],Climática Principal,1972-03-15 00:00:00,540.0,7.0,-76.26666694,2022-05-16 15:41:08,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11115020,CAÑASGORDAS  - AUT [11115020],Climática Ordinaria,1973-07-15 00:00:00,1294.0,6.75802778,-76.02966667,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11115030,NUTIBARA [11115030],Climática Ordinaria,1973-07-15 00:00:00,1400.0,6.81666667,-76.25,1981-09-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11115040,MUSINGA AUT [11115040],Climática Ordinaria,1984-08-15 00:00:00,1396.0,6.77797222,-76.20333332999999,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11115501,CAÑASGORDAS  - AUT  [11115501],Climática Principal,2013-09-14 19:00:00,1438.0,6.748275,-76.03155556,,CENTRO NACIONAL DE INVESTIGACIONES DE CAFE
1111700230,CURVARADO [1111700230],Limnigráfica,2023-01-25 00:00:00,8.0,7.159725,-76.96478332999999,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1111700231,MUTATA [1111700231],Limnigráfica,2023-01-25 00:00:00,128.0,7.23949167,-76.43345833000001,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11117010,ANIL EL [11117010],Limnimétrica,1972-03-15 00:00:00,650.0,6.87388889,-76.14958333,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11117020,DABEIBA 1 [11117020],Limnimétrica,1972-09-15 00:00:00,490.0,7.01666667,-76.26666666999999,1979-02-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11117030,TASCON [11117030],Limnigráfica,1976-10-15 00:00:00,300.0,7.08333333,-76.41666667,2004-11-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11117040,MUTATA  - AUT [11117040],Limnigráfica,1976-10-15 00:00:00,132.0,7.22944444,-76.43805556000001,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11117050,DABEIBA 2  - AUT [11117050],Limnigráfica,1976-09-15 00:00:00,650.0,7.01027806,-76.28833333,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11117060,PH-1 LA HONDA  [11117060],Limnimétrica,2002-10-09 00:00:00,1199.0,6.78333333,-76.08333332999999,,ESTACIONES PARTICULARES
11117070,PH-2 CHONTADURO  [11117070],Limnimétrica,2002-10-04 00:00:00,997.0,6.78333333,-76.06666666999999,,ESTACIONES PARTICULARES
11117080,PH-3 CHORODO  [11117080],Limnimétrica,2002-09-27 00:00:00,936.0,6.83333333,-76.11666667,,ESTACIONES PARTICULARES
11117090,PH-4 LLANOGRANDE  [11117090],Limnimétrica,2005-02-24 00:00:00,1339.0,6.76666667,-75.08333332999999,,ESTACIONES PARTICULARES
11120010,SALAQUI [11120010],Pluviométrica,1974-11-15 00:00:00,20.0,7.43333333,-77.28333332999999,1983-11-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11120040,RIOSUCIO [11120040],Climática Ordinaria,1960-09-15 00:00:00,8.0,7.43944444,-77.11527778,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11125010,TERESITA LA [11125010],Climática Ordinaria,1972-03-15 00:00:00,50.0,7.0,-77.5,2002-02-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11127010,NUEVA LA [11127010],Limnimétrica,1977-03-15 00:00:00,75.0,7.31666667,-77.16666667,1989-09-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11130010,UNGUIA [11130010],Pluviométrica,1974-11-15 00:00:00,14.0,8.03677806,-77.08786083,2022-05-16 15:42:40,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11130020,HONDA LA [11130020],Pluviométrica,1972-04-15 00:00:00,5.0,7.57666667,-77.12555556000001,1972-04-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11130030,SAUTATA [11130030],Pluviométrica,1967-01-15 00:00:00,5.0,7.86666667,-77.16666667,1971-10-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11135010,SAUTATA [11135010],Climática Ordinaria,1972-04-15 00:00:00,2.0,7.85,-77.11666667,2008-03-31 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11135020,BALSA LA [11135020],Climática Ordinaria,1988-05-15 00:00:00,5.0,7.51666667,-77.2,1996-10-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11135030,UNGUIA - AUT [11135030],Climática Principal,2005-09-24 00:00:00,14.0,8.03672222,-77.08786111,,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11140010,MARIRRIO [11140010],Pluviométrica,1987-07-15 00:00:00,1.0,8.0,-76.95,1989-07-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11141001,ESTACION_MATUNTUGO  [11141001],Mareográfica,2016-03-17 00:00:00,0.0,8.137111110000001,-76.83577778,,CORPORACION AUTONOMA REGIONAL DE URABA
11145010,BAJIRA [11145010],Climática Ordinaria,1985-11-15 00:00:00,150.0,7.38333333,-76.66666667,1997-02-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
