Fecha,15015020,15060050,15060070,15060080,15060150,15065040,16050240,16060010,16070010,16070020,16070030,16070040,23210020,23215050
1980-01-01,0.0,0.0,0.0,0.0,0.0,10.908833177747688,67.02021928479752,53.0,50.0,169.10422887791105,200.0,67.0,42.32765924448348,50.0
1980-01-02,0.0,27.0,133.0,23.0,23.0,24.50825442477678,81.0353481728232,16.0,87.0,216.01634554882682,97.0,59.0,18.43165172148599,14.0
1980-01-03,0.0,0.0,0.0,0.0,4.0,7.691548596727114,52.8505165459182,6.0,18.0,80.18384812022231,0.0,34.0,0.0,9.0
1980-01-04,27.2,141.0,251.0,68.0,29.0,72.3,152.05737846881615,230.0,167.0,480.02324789469696,345.0,229.0,92.22905660688767,80.0
1980-01-05,152.5,181.0,371.0,55.0,93.0,45.2,248.20211029477568,306.0,727.0,574.0095567749972,306.0,288.0,161.8331127715281,280.0
1980-01-06,92.3,27.0,151.0,30.0,27.0,34.787226773372744,129.19477971722694,89.0,312.0,222.33787349584057,89.0,212.0,50.87073814857757,59.0
1980-01-07,30.1,176.0,108.0,63.0,64.0,87.6,145.80812661270897,25.0,141.0,307.81588839504633,25.0,410.0,57.646818409256866,96.0
1980-01-08,41.8,105.0,42.0,111.0,76.0,141.9,198.89371608789995,48.0,474.0,232.313274949347,48.0,508.0,102.43115811658514,172.0
1980-01-09,92.7,114.0,380.0,121.0,63.0,98.1,221.33498043571163,44.0,647.0,394.94507886776574,44.0,510.0,142.8997514227056,319.0
1980-01-10,132.8,96.0,352.0,74.0,82.0,135.4,223.8371626092841,24.0,549.0,364.1021883818139,24.0,575.0,116.03546848731548,209.0
1980-01-11,160.0,26.0,197.0,164.0,125.0,233.5,246.06162729216317,354.0,368.0,463.9833331982676,505.0,549.0,172.6123413106253,157.0
1980-01-12,4.0,10.0,16.0,97.0,20.0,15.7,104.63520182526491,299.0,240.0,263.8601155492029,360.0,437.0,135.76674389166052,168.5
1981-01-01,0.0,33.0,42.0,25.0,20.0,39.4,99.35712111690725,182.0,180.0,195.90304463227258,140.0,83.0,37.82868790793696,40.5
1981-01-02,2.8,30.9,85.0,64.0,15.0,33.40088435960292,130.18162594678998,424.0,315.0,333.98093579545946,408.0,354.0,122.1677351589093,88.6
1981-01-03,0.0,17.0,91.0,0.0,35.0,16.5,82.7075178783423,132.0,147.0,203.93721711035815,124.0,193.0,76.49613813970998,189.9
1981-01-04,116.9,68.0,397.0,308.0,75.0,195.3,351.75294000023985,1005.0,998.0,848.9699285403042,1107.0,863.0,313.1673568763572,91.1
1981-01-05,316.1,305.0,289.0,194.0,60.0,125.1,321.78871040462377,517.0,575.0,715.5927452613739,505.0,589.0,240.38285997897907,401.5
1981-01-06,108.7,72.0,655.0,122.0,103.0,94.5,228.78778644645402,307.0,625.0,646.7916907547899,358.0,233.0,188.63016231075255,404.3
1981-01-07,75.0,84.0,639.0,30.0,36.0,64.22431074923037,190.93190130897952,259.0,459.0,647.9181592972143,405.20067400556417,296.0,147.24451948160015,195.0
